"NID","PE","ING","AL","AD","V","A","O","D"
716.00,2.00,44565.00,9091.00,4289.00,1.00,0.00,0.00,48.00
717.00,3.00,40931.00,8075.00,4345.00,1.00,0.00,0.00,48.00
718.00,1.00,39287.00,7243.00,4106.00,0.00,1.00,0.00,48.00
719.00,3.00,42604.00,8406.00,4588.00,0.00,1.00,1.00,48.00
720.00,3.00,40474.00,7277.00,4497.00,0.00,1.00,0.00,48.00
721.00,2.00,31802.00,7306.00,3089.00,0.00,0.00,0.00,49.00
722.00,2.00,46550.00,9411.00,4135.00,1.00,0.00,0.00,49.00
723.00,5.00,35362.00,6222.00,3396.00,0.00,1.00,0.00,49.00
724.00,5.00,30231.00,7174.00,3295.00,1.00,1.00,0.00,49.00
725.00,1.00,44779.00,9240.00,4824.00,1.00,1.00,0.00,49.00
726.00,4.00,40626.00,8744.00,4721.00,0.00,1.00,0.00,49.00
727.00,2.00,47597.00,10350.00,4022.00,0.00,1.00,0.00,49.00
728.00,1.00,34227.00,6664.00,4254.00,0.00,1.00,0.00,49.00
729.00,3.00,31825.00,6022.00,3595.00,1.00,0.00,0.00,49.00
730.00,2.00,30564.00,6107.00,2854.00,0.00,0.00,0.00,49.00
731.00,3.00,37537.00,7560.00,4758.00,0.00,0.00,0.00,49.00
732.00,2.00,34063.00,7329.00,3731.00,0.00,0.00,0.00,49.00
733.00,2.00,42161.00,8834.00,3987.00,1.00,0.00,0.00,49.00
734.00,3.00,39183.00,7840.00,3710.00,1.00,1.00,1.00,49.00
735.00,4.00,37556.00,8183.00,4208.00,0.00,0.00,0.00,49.00
736.00,3.00,37580.00,8173.00,3356.00,1.00,1.00,0.00,49.00
737.00,3.00,34017.00,6993.00,3349.00,0.00,1.00,0.00,49.00
738.00,2.00,35060.00,6986.00,3776.00,0.00,0.00,0.00,49.00
739.00,4.00,35121.00,7143.00,3177.00,0.00,0.00,0.00,49.00
740.00,4.00,33661.00,6218.00,3250.00,1.00,0.00,0.00,49.00
741.00,4.00,44070.00,8872.00,4519.00,1.00,0.00,0.00,50.00
742.00,4.00,36647.00,8087.00,4270.00,1.00,1.00,0.00,50.00
743.00,4.00,38134.00,7647.00,4062.00,1.00,0.00,0.00,50.00
744.00,2.00,42767.00,7808.00,3848.00,1.00,0.00,0.00,50.00
745.00,5.00,34236.00,6843.00,2862.00,0.00,1.00,0.00,50.00
746.00,3.00,36948.00,7217.00,3593.00,1.00,1.00,0.00,50.00
747.00,1.00,41851.00,7955.00,3008.00,0.00,0.00,0.00,50.00
748.00,4.00,44128.00,8860.00,4169.00,1.00,1.00,0.00,50.00
749.00,3.00,40516.00,8164.00,4157.00,0.00,0.00,0.00,50.00
750.00,2.00,37207.00,8285.00,4345.00,1.00,0.00,0.00,50.00
751.00,1.00,54576.00,11374.00,5685.00,1.00,1.00,0.00,51.00
752.00,2.00,35527.00,7184.00,4193.00,1.00,0.00,0.00,51.00
753.00,2.00,38585.00,8305.00,2409.00,0.00,0.00,0.00,51.00
754.00,1.00,38035.00,8171.00,4172.00,1.00,1.00,1.00,51.00
755.00,2.00,34313.00,7309.00,2688.00,0.00,0.00,0.00,51.00
756.00,2.00,41631.00,8525.00,3640.00,0.00,0.00,0.00,51.00
757.00,4.00,40796.00,8341.00,4572.00,1.00,0.00,0.00,51.00
758.00,3.00,36413.00,7447.00,3960.00,1.00,1.00,0.00,51.00
759.00,2.00,38554.00,8063.00,4136.00,1.00,1.00,0.00,51.00
760.00,4.00,46780.00,8837.00,4967.00,0.00,1.00,0.00,51.00
761.00,4.00,39310.00,9369.00,4768.00,1.00,1.00,0.00,51.00
762.00,4.00,37018.00,7466.00,3672.00,0.00,0.00,0.00,51.00
763.00,2.00,44410.00,9444.00,3677.00,0.00,0.00,0.00,51.00
764.00,2.00,38200.00,8565.00,4076.00,0.00,0.00,0.00,51.00
765.00,3.00,45018.00,8197.00,4499.00,0.00,1.00,0.00,51.00
766.00,2.00,31296.00,6203.00,2892.00,1.00,0.00,0.00,52.00
767.00,1.00,41252.00,7478.00,3474.00,1.00,0.00,0.00,52.00
768.00,4.00,35555.00,6559.00,3565.00,1.00,1.00,0.00,52.00
769.00,4.00,36952.00,7386.00,4468.00,1.00,1.00,0.00,52.00
770.00,4.00,47729.00,10325.00,4724.00,1.00,1.00,0.00,52.00
771.00,1.00,38068.00,7083.00,3827.00,0.00,1.00,0.00,52.00
772.00,1.00,47787.00,8601.00,5356.00,1.00,1.00,0.00,52.00
773.00,5.00,46877.00,8341.00,4959.00,0.00,1.00,0.00,52.00
774.00,3.00,36735.00,7633.00,3733.00,1.00,1.00,0.00,52.00
775.00,1.00,47705.00,10669.00,4438.00,1.00,0.00,1.00,52.00
776.00,4.00,43177.00,9592.00,5167.00,1.00,0.00,0.00,52.00
777.00,3.00,33741.00,6975.00,2944.00,1.00,1.00,0.00,52.00
778.00,2.00,43625.00,8487.00,4937.00,1.00,1.00,0.00,52.00
779.00,1.00,45200.00,9154.00,2702.00,1.00,0.00,0.00,52.00
780.00,4.00,43568.00,8377.00,4438.00,1.00,0.00,1.00,52.00
781.00,1.00,42676.00,8966.00,3944.00,1.00,0.00,0.00,52.00
782.00,5.00,48075.00,9753.00,5056.00,1.00,1.00,0.00,52.00
783.00,4.00,37379.00,7087.00,3504.00,1.00,0.00,1.00,52.00
784.00,4.00,43687.00,8760.00,4232.00,1.00,1.00,0.00,52.00
785.00,3.00,48244.00,9932.00,5355.00,0.00,1.00,1.00,52.00
786.00,3.00,38530.00,8682.00,3932.00,0.00,0.00,0.00,53.00
787.00,4.00,40913.00,8282.00,4533.00,1.00,0.00,0.00,53.00
788.00,3.00,46498.00,8909.00,4958.00,0.00,0.00,0.00,53.00
789.00,5.00,36599.00,8159.00,3749.00,1.00,1.00,0.00,53.00
790.00,3.00,34993.00,7002.00,3726.00,0.00,1.00,1.00,53.00
791.00,1.00,36015.00,8118.00,3946.00,1.00,1.00,0.00,53.00
792.00,1.00,50531.00,8924.00,4579.00,1.00,0.00,0.00,53.00
793.00,2.00,41268.00,7602.00,3550.00,1.00,0.00,0.00,53.00
794.00,4.00,38627.00,8154.00,4098.00,1.00,1.00,0.00,53.00
795.00,2.00,47974.00,9769.00,4754.00,1.00,1.00,0.00,53.00
796.00,1.00,55118.00,10424.00,6990.00,1.00,0.00,0.00,54.00
797.00,2.00,42236.00,7495.00,4362.00,1.00,0.00,0.00,54.00
798.00,2.00,31615.00,6142.00,3066.00,1.00,1.00,0.00,54.00
799.00,4.00,48708.00,9506.00,5930.00,1.00,0.00,0.00,54.00
800.00,1.00,44482.00,8048.00,5015.00,1.00,1.00,0.00,54.00
801.00,4.00,43007.00,8891.00,4786.00,1.00,0.00,0.00,54.00
802.00,1.00,35702.00,7305.00,3712.00,0.00,0.00,0.00,54.00
803.00,2.00,30518.00,5534.00,3723.00,1.00,1.00,0.00,54.00
804.00,4.00,51606.00,10328.00,5368.00,1.00,0.00,0.00,54.00
805.00,6.00,30357.00,7298.00,2772.00,1.00,0.00,0.00,54.00
806.00,3.00,37882.00,9092.00,3921.00,0.00,0.00,0.00,54.00
807.00,1.00,39246.00,7322.00,4053.00,0.00,1.00,1.00,54.00
808.00,5.00,37825.00,7854.00,4119.00,0.00,0.00,0.00,54.00
809.00,2.00,36438.00,7515.00,3161.00,0.00,1.00,0.00,54.00
810.00,4.00,46634.00,9580.00,4618.00,0.00,0.00,0.00,54.00
811.00,4.00,34008.00,6408.00,3376.00,0.00,1.00,0.00,55.00
812.00,2.00,34084.00,6352.00,4633.00,0.00,1.00,0.00,55.00
813.00,2.00,42935.00,8482.00,4053.00,1.00,1.00,1.00,55.00
814.00,3.00,37173.00,8033.00,3315.00,0.00,0.00,0.00,55.00
815.00,4.00,35697.00,6668.00,3075.00,1.00,1.00,0.00,55.00
816.00,1.00,34784.00,7441.00,4278.00,1.00,1.00,0.00,55.00
817.00,2.00,51969.00,11795.00,5613.00,1.00,0.00,1.00,55.00
818.00,4.00,39139.00,7600.00,4096.00,1.00,0.00,0.00,55.00
819.00,3.00,31449.00,7343.00,3061.00,1.00,0.00,0.00,55.00
820.00,4.00,40173.00,7221.00,3828.00,0.00,0.00,0.00,55.00
821.00,2.00,38415.00,7681.00,3398.00,1.00,1.00,0.00,55.00
822.00,4.00,35164.00,7693.00,3978.00,0.00,1.00,0.00,55.00
823.00,4.00,44188.00,8950.00,3389.00,0.00,0.00,0.00,55.00
824.00,2.00,41769.00,9045.00,4498.00,1.00,0.00,0.00,55.00
825.00,4.00,49818.00,9358.00,4440.00,0.00,1.00,0.00,55.00
826.00,4.00,36162.00,6995.00,3567.00,1.00,0.00,1.00,55.00
827.00,2.00,45772.00,10097.00,5045.00,0.00,0.00,0.00,55.00
828.00,3.00,37430.00,7255.00,3504.00,0.00,1.00,0.00,55.00
829.00,1.00,39201.00,7973.00,3059.00,0.00,1.00,0.00,55.00
830.00,4.00,46327.00,10344.00,5212.00,1.00,1.00,0.00,55.00
831.00,3.00,34943.00,6970.00,3811.00,1.00,0.00,0.00,56.00
832.00,2.00,39794.00,8342.00,4865.00,1.00,0.00,0.00,56.00
833.00,5.00,43818.00,8793.00,3418.00,0.00,0.00,0.00,56.00
834.00,3.00,40031.00,8009.00,4562.00,1.00,1.00,0.00,56.00
835.00,5.00,33901.00,6764.00,3244.00,1.00,1.00,0.00,56.00
836.00,3.00,35299.00,6474.00,2873.00,1.00,1.00,1.00,56.00
837.00,3.00,46006.00,8357.00,4465.00,1.00,0.00,0.00,56.00
838.00,1.00,45692.00,9492.00,4325.00,1.00,0.00,0.00,56.00
839.00,6.00,44650.00,8946.00,3842.00,1.00,0.00,0.00,56.00
840.00,2.00,35924.00,7209.00,4047.00,1.00,0.00,0.00,56.00
841.00,3.00,33720.00,7209.00,2379.00,0.00,1.00,0.00,57.00
842.00,2.00,30904.00,6062.00,2796.00,1.00,0.00,0.00,57.00
843.00,2.00,48324.00,9922.00,3920.00,1.00,0.00,0.00,57.00
844.00,4.00,31544.00,7083.00,3111.00,0.00,0.00,1.00,57.00
845.00,5.00,41145.00,8392.00,3713.00,1.00,1.00,0.00,57.00
846.00,1.00,42550.00,9749.00,5066.00,1.00,1.00,0.00,57.00
847.00,2.00,35553.00,7823.00,3814.00,0.00,1.00,0.00,57.00
848.00,1.00,36046.00,7713.00,4102.00,1.00,1.00,0.00,57.00
849.00,3.00,36386.00,7264.00,4415.00,1.00,1.00,0.00,57.00
850.00,2.00,48489.00,8645.00,5060.00,0.00,0.00,0.00,57.00
851.00,5.00,37600.00,7080.00,4239.00,0.00,0.00,0.00,57.00
852.00,2.00,38899.00,7847.00,4130.00,0.00,1.00,0.00,57.00
853.00,2.00,45043.00,9826.00,4612.00,1.00,0.00,0.00,57.00
854.00,3.00,38727.00,8563.00,2973.00,0.00,0.00,1.00,57.00
855.00,5.00,43274.00,9989.00,4713.00,0.00,1.00,0.00,57.00
856.00,3.00,38186.00,7955.00,4529.00,0.00,1.00,0.00,58.00
857.00,2.00,42718.00,8827.00,4529.00,1.00,0.00,0.00,58.00
858.00,2.00,40697.00,8398.00,4314.00,0.00,0.00,0.00,58.00
859.00,4.00,40622.00,9080.00,4425.00,1.00,0.00,0.00,58.00
860.00,4.00,33478.00,6613.00,3611.00,0.00,0.00,1.00,58.00
861.00,1.00,39737.00,6907.00,3825.00,0.00,0.00,0.00,58.00
862.00,2.00,43437.00,9508.00,4420.00,1.00,0.00,0.00,58.00
863.00,4.00,38354.00,7511.00,3591.00,0.00,1.00,0.00,58.00
864.00,1.00,49885.00,8754.00,5797.00,1.00,0.00,0.00,58.00
865.00,1.00,45532.00,9469.00,5790.00,1.00,0.00,1.00,58.00
866.00,3.00,40162.00,7957.00,4300.00,0.00,0.00,1.00,58.00
867.00,3.00,47216.00,8585.00,5253.00,1.00,1.00,0.00,58.00
868.00,2.00,42509.00,8383.00,3930.00,1.00,0.00,0.00,58.00
869.00,3.00,41892.00,7283.00,3681.00,0.00,1.00,0.00,58.00
870.00,5.00,36832.00,8820.00,3522.00,1.00,0.00,0.00,58.00
871.00,1.00,41639.00,9077.00,3814.00,1.00,0.00,0.00,58.00
872.00,1.00,40169.00,7759.00,4341.00,1.00,0.00,0.00,58.00
873.00,2.00,47814.00,10428.00,4246.00,1.00,0.00,0.00,58.00
874.00,3.00,30999.00,6688.00,3300.00,0.00,1.00,0.00,58.00
875.00,1.00,41095.00,8204.00,3412.00,1.00,1.00,0.00,58.00
876.00,5.00,42802.00,7833.00,4807.00,0.00,0.00,0.00,59.00
877.00,2.00,43735.00,9732.00,5710.00,0.00,1.00,0.00,59.00
878.00,5.00,41540.00,8734.00,4447.00,1.00,0.00,0.00,59.00
879.00,3.00,42386.00,9822.00,3967.00,1.00,0.00,1.00,59.00
880.00,2.00,38405.00,7638.00,4526.00,0.00,0.00,0.00,59.00
881.00,1.00,41654.00,8503.00,3334.00,0.00,0.00,0.00,59.00
882.00,3.00,40421.00,7619.00,4317.00,1.00,1.00,0.00,59.00
883.00,3.00,39218.00,7562.00,2840.00,0.00,0.00,0.00,59.00
884.00,1.00,31331.00,6130.00,3546.00,0.00,1.00,0.00,59.00
885.00,3.00,36005.00,7614.00,4257.00,1.00,0.00,0.00,59.00
886.00,2.00,42314.00,8123.00,3592.00,1.00,1.00,1.00,60.00
887.00,5.00,39338.00,8052.00,4626.00,1.00,1.00,0.00,60.00
888.00,4.00,37807.00,8236.00,4587.00,1.00,1.00,0.00,60.00
889.00,2.00,44295.00,8864.00,4752.00,1.00,1.00,1.00,60.00
890.00,3.00,37261.00,6633.00,3629.00,1.00,1.00,0.00,60.00
891.00,3.00,40146.00,8270.00,3657.00,1.00,0.00,0.00,60.00
892.00,2.00,45338.00,9552.00,3709.00,1.00,1.00,0.00,60.00
893.00,5.00,40740.00,8350.00,3603.00,1.00,1.00,0.00,60.00
894.00,4.00,32042.00,7141.00,2593.00,0.00,0.00,0.00,60.00
895.00,2.00,41521.00,8897.00,4769.00,1.00,1.00,0.00,60.00
896.00,1.00,46890.00,9266.00,5402.00,1.00,0.00,0.00,60.00
897.00,4.00,37570.00,7630.00,4152.00,0.00,0.00,1.00,60.00
898.00,2.00,38659.00,7022.00,4407.00,1.00,0.00,1.00,60.00
899.00,4.00,43030.00,8885.00,4725.00,1.00,0.00,0.00,60.00
900.00,1.00,45791.00,10396.00,5655.00,1.00,0.00,0.00,60.00
901.00,1.00,38700.00,7661.00,4157.00,0.00,0.00,0.00,61.00
902.00,3.00,38396.00,6367.00,4251.00,1.00,0.00,0.00,61.00
903.00,5.00,38117.00,8061.00,4032.00,0.00,1.00,0.00,61.00
904.00,5.00,32947.00,7216.00,3404.00,1.00,0.00,0.00,61.00
905.00,4.00,33032.00,7094.00,4053.00,0.00,0.00,0.00,61.00
906.00,1.00,34237.00,7510.00,2788.00,1.00,1.00,0.00,61.00
907.00,3.00,37902.00,7737.00,3526.00,0.00,0.00,1.00,61.00
908.00,2.00,31116.00,6622.00,3753.00,0.00,1.00,0.00,61.00
909.00,1.00,38288.00,7691.00,3544.00,1.00,0.00,0.00,61.00
910.00,4.00,37997.00,7797.00,3484.00,1.00,0.00,0.00,61.00
911.00,2.00,40671.00,8248.00,3953.00,1.00,0.00,0.00,61.00
912.00,5.00,36064.00,7535.00,2211.00,1.00,0.00,0.00,61.00
913.00,1.00,36073.00,7150.00,4350.00,1.00,1.00,0.00,61.00
914.00,4.00,44907.00,9892.00,4157.00,1.00,0.00,0.00,61.00
915.00,6.00,36133.00,7090.00,3369.00,1.00,0.00,1.00,61.00
916.00,1.00,34791.00,7730.00,3736.00,1.00,1.00,0.00,61.00
917.00,3.00,45716.00,9320.00,3787.00,0.00,1.00,0.00,61.00
918.00,3.00,39546.00,8143.00,3431.00,1.00,1.00,0.00,61.00
919.00,1.00,44595.00,8973.00,4717.00,1.00,0.00,0.00,61.00
920.00,2.00,36082.00,8372.00,3658.00,1.00,0.00,0.00,61.00
921.00,1.00,44690.00,9138.00,4871.00,1.00,0.00,0.00,62.00
922.00,5.00,34927.00,7749.00,3879.00,0.00,1.00,0.00,62.00
923.00,1.00,39979.00,7638.00,4904.00,1.00,0.00,0.00,62.00
924.00,2.00,33160.00,6231.00,3839.00,1.00,1.00,0.00,62.00
925.00,2.00,39798.00,8285.00,4470.00,0.00,1.00,0.00,62.00
926.00,4.00,37896.00,7864.00,3518.00,1.00,0.00,0.00,62.00
927.00,2.00,44111.00,8985.00,3407.00,0.00,0.00,1.00,62.00
928.00,2.00,36449.00,6897.00,3145.00,1.00,0.00,0.00,62.00
929.00,5.00,42601.00,7943.00,5293.00,1.00,0.00,0.00,62.00
930.00,4.00,34481.00,6196.00,3862.00,1.00,1.00,0.00,62.00
931.00,4.00,44461.00,8796.00,4457.00,1.00,1.00,0.00,63.00
932.00,3.00,37363.00,8509.00,3792.00,1.00,0.00,0.00,63.00
933.00,2.00,43773.00,8173.00,4961.00,1.00,0.00,0.00,63.00
934.00,3.00,38613.00,7566.00,4604.00,1.00,1.00,0.00,63.00
935.00,1.00,42529.00,8976.00,4418.00,1.00,1.00,0.00,63.00
936.00,2.00,44076.00,9475.00,5383.00,0.00,0.00,0.00,63.00
937.00,3.00,51069.00,11280.00,4939.00,0.00,1.00,0.00,63.00
938.00,1.00,42670.00,7875.00,4074.00,1.00,1.00,0.00,63.00
939.00,5.00,35069.00,7382.00,3981.00,0.00,0.00,0.00,63.00
940.00,3.00,40190.00,8952.00,4309.00,0.00,1.00,0.00,63.00
941.00,4.00,35595.00,6910.00,3884.00,1.00,0.00,1.00,63.00
942.00,4.00,43272.00,9507.00,5328.00,0.00,1.00,1.00,63.00
943.00,4.00,40324.00,8235.00,3207.00,1.00,0.00,0.00,63.00
944.00,2.00,37267.00,8179.00,3742.00,0.00,1.00,0.00,63.00
945.00,3.00,36060.00,6745.00,4249.00,0.00,0.00,0.00,63.00
946.00,5.00,40764.00,6833.00,3846.00,0.00,0.00,0.00,64.00
947.00,3.00,31474.00,6673.00,3315.00,1.00,0.00,1.00,64.00
948.00,1.00,42129.00,8588.00,3539.00,1.00,1.00,1.00,64.00
949.00,3.00,40712.00,8732.00,3776.00,0.00,0.00,0.00,64.00
950.00,1.00,45535.00,9024.00,4902.00,0.00,1.00,0.00,64.00
951.00,3.00,42720.00,8768.00,4057.00,1.00,0.00,0.00,64.00
952.00,1.00,34539.00,6725.00,2551.00,1.00,1.00,0.00,64.00
953.00,4.00,43668.00,9102.00,4222.00,1.00,0.00,0.00,64.00
954.00,2.00,38623.00,7590.00,2819.00,0.00,0.00,1.00,64.00
955.00,2.00,46482.00,7796.00,4674.00,1.00,1.00,0.00,64.00
956.00,2.00,37080.00,8142.00,3819.00,1.00,1.00,0.00,64.00
957.00,4.00,46564.00,9713.00,4829.00,1.00,0.00,1.00,64.00
958.00,3.00,39261.00,7762.00,3655.00,0.00,1.00,0.00,64.00
959.00,2.00,47052.00,9350.00,5737.00,1.00,0.00,0.00,64.00
960.00,2.00,43200.00,9141.00,4379.00,1.00,0.00,0.00,64.00
961.00,1.00,42036.00,9228.00,4461.00,1.00,0.00,0.00,64.00
962.00,2.00,35688.00,7073.00,3819.00,0.00,0.00,0.00,64.00
963.00,2.00,39879.00,8065.00,4152.00,1.00,0.00,0.00,64.00
964.00,4.00,33484.00,6011.00,4241.00,0.00,0.00,0.00,64.00
965.00,3.00,41473.00,7477.00,3459.00,0.00,0.00,0.00,64.00
966.00,2.00,36833.00,7024.00,4252.00,1.00,0.00,0.00,65.00
967.00,3.00,39537.00,8489.00,3289.00,1.00,0.00,0.00,65.00
968.00,4.00,41608.00,8675.00,4620.00,1.00,0.00,0.00,65.00
969.00,1.00,34287.00,7328.00,3425.00,0.00,0.00,0.00,65.00
970.00,5.00,31273.00,5908.00,3783.00,0.00,0.00,0.00,65.00
971.00,2.00,39284.00,7467.00,4507.00,1.00,0.00,0.00,65.00
972.00,4.00,40956.00,9253.00,3646.00,0.00,1.00,0.00,65.00
973.00,1.00,40177.00,8797.00,5051.00,1.00,1.00,0.00,65.00
974.00,1.00,44257.00,9921.00,5451.00,1.00,0.00,0.00,65.00
975.00,4.00,44707.00,9239.00,3773.00,0.00,0.00,0.00,65.00
976.00,3.00,35410.00,7586.00,3594.00,1.00,0.00,1.00,66.00
977.00,3.00,35950.00,6733.00,4437.00,1.00,1.00,0.00,66.00
978.00,3.00,41238.00,9413.00,3687.00,0.00,0.00,0.00,66.00
979.00,1.00,38627.00,8182.00,3162.00,1.00,0.00,0.00,66.00
980.00,3.00,50229.00,10545.00,6184.00,0.00,1.00,0.00,66.00
981.00,3.00,41567.00,7536.00,3520.00,1.00,0.00,0.00,66.00
982.00,2.00,36341.00,7224.00,4405.00,1.00,0.00,0.00,66.00
983.00,1.00,44476.00,9542.00,5776.00,0.00,1.00,0.00,66.00
984.00,6.00,43970.00,9133.00,5345.00,1.00,1.00,0.00,66.00
985.00,4.00,40127.00,8002.00,4247.00,0.00,1.00,0.00,66.00
986.00,4.00,34215.00,7755.00,2116.00,1.00,0.00,0.00,66.00
987.00,2.00,35298.00,8130.00,4052.00,1.00,1.00,0.00,66.00
988.00,3.00,42374.00,8125.00,4279.00,0.00,0.00,0.00,66.00
989.00,2.00,41458.00,8241.00,4000.00,1.00,0.00,0.00,66.00
990.00,1.00,43695.00,8493.00,5030.00,0.00,1.00,0.00,66.00
991.00,2.00,40605.00,8092.00,3680.00,0.00,0.00,0.00,67.00
992.00,1.00,40173.00,9581.00,4727.00,0.00,1.00,0.00,67.00
993.00,5.00,39011.00,8030.00,3131.00,1.00,0.00,0.00,67.00
994.00,3.00,41724.00,8410.00,4219.00,0.00,0.00,0.00,67.00
995.00,3.00,38231.00,7089.00,2960.00,1.00,0.00,0.00,67.00
996.00,2.00,41731.00,8494.00,3783.00,1.00,0.00,0.00,67.00
997.00,3.00,39741.00,8535.00,5030.00,1.00,0.00,0.00,67.00
998.00,1.00,50964.00,10135.00,5288.00,1.00,1.00,1.00,67.00
999.00,2.00,38742.00,7447.00,3798.00,1.00,0.00,1.00,67.00
1000.00,2.00,35071.00,7379.00,3720.00,1.00,0.00,0.00,67.00
1001.00,2.00,37583.00,7541.00,3538.00,1.00,0.00,0.00,67.00
1002.00,3.00,46924.00,8774.00,5179.00,0.00,1.00,0.00,67.00
1003.00,2.00,30615.00,6748.00,3450.00,0.00,1.00,1.00,67.00
1004.00,3.00,38928.00,8156.00,4450.00,1.00,1.00,0.00,67.00
1005.00,4.00,46794.00,10192.00,5981.00,0.00,1.00,0.00,67.00
1006.00,3.00,37056.00,7916.00,3181.00,0.00,1.00,0.00,67.00
1007.00,3.00,31688.00,5763.00,2655.00,0.00,0.00,0.00,67.00
1008.00,3.00,36181.00,7014.00,4530.00,1.00,1.00,0.00,67.00
1009.00,1.00,44991.00,7782.00,4121.00,0.00,0.00,0.00,67.00
1010.00,3.00,45305.00,8298.00,4948.00,0.00,1.00,0.00,67.00
1011.00,1.00,45265.00,10159.00,3924.00,1.00,0.00,0.00,68.00
1012.00,3.00,36671.00,6518.00,3023.00,0.00,1.00,0.00,68.00
1013.00,3.00,44347.00,9761.00,5551.00,0.00,0.00,0.00,68.00
1014.00,3.00,30547.00,5929.00,2997.00,1.00,0.00,0.00,68.00
1015.00,2.00,37950.00,7845.00,3065.00,1.00,0.00,1.00,68.00
1016.00,3.00,31604.00,6306.00,2450.00,0.00,1.00,0.00,68.00
1017.00,2.00,38557.00,8023.00,4333.00,0.00,0.00,0.00,68.00
1018.00,2.00,44340.00,8969.00,4922.00,0.00,1.00,0.00,68.00
1019.00,2.00,37932.00,7951.00,4909.00,1.00,0.00,1.00,68.00
1020.00,2.00,45076.00,7924.00,4690.00,1.00,1.00,0.00,68.00
1021.00,3.00,40863.00,8070.00,3768.00,0.00,0.00,0.00,69.00
1022.00,3.00,43008.00,9361.00,4367.00,1.00,1.00,0.00,69.00
1023.00,2.00,35170.00,7868.00,3184.00,1.00,0.00,0.00,69.00
1024.00,2.00,38825.00,7214.00,3294.00,1.00,0.00,1.00,69.00
1025.00,1.00,46947.00,10649.00,3818.00,0.00,0.00,0.00,69.00
1026.00,1.00,32789.00,6491.00,3390.00,0.00,0.00,0.00,69.00
1027.00,2.00,45665.00,8678.00,4739.00,0.00,1.00,0.00,69.00
1028.00,2.00,41138.00,8659.00,4746.00,1.00,0.00,0.00,69.00
1029.00,1.00,37364.00,6480.00,3286.00,1.00,1.00,0.00,69.00
1030.00,4.00,46492.00,10173.00,4190.00,0.00,1.00,0.00,69.00
1031.00,4.00,41986.00,8388.00,3420.00,0.00,0.00,0.00,69.00
1032.00,3.00,40862.00,8507.00,4106.00,1.00,1.00,0.00,69.00
1033.00,6.00,44227.00,9623.00,3987.00,1.00,0.00,0.00,69.00
1034.00,4.00,35091.00,6582.00,3724.00,1.00,1.00,0.00,69.00
1035.00,2.00,37274.00,8266.00,3707.00,1.00,0.00,0.00,69.00
1036.00,1.00,37443.00,7977.00,4052.00,1.00,0.00,0.00,70.00
1037.00,3.00,31811.00,7338.00,2174.00,0.00,0.00,0.00,70.00
1038.00,3.00,37698.00,7200.00,4089.00,0.00,1.00,0.00,70.00
1039.00,5.00,34870.00,7365.00,3129.00,0.00,0.00,0.00,70.00
1040.00,1.00,47945.00,9084.00,4431.00,1.00,1.00,0.00,70.00
1041.00,2.00,40766.00,8718.00,4316.00,0.00,1.00,0.00,70.00
1042.00,1.00,33357.00,6715.00,3342.00,1.00,0.00,0.00,70.00
1043.00,5.00,35789.00,7779.00,2541.00,0.00,0.00,0.00,70.00
1044.00,3.00,46974.00,10197.00,5301.00,0.00,0.00,0.00,70.00
1045.00,2.00,35639.00,8023.00,3259.00,1.00,1.00,0.00,70.00
1046.00,2.00,33085.00,7613.00,3814.00,1.00,1.00,0.00,70.00
1047.00,5.00,41211.00,8904.00,4709.00,1.00,0.00,0.00,70.00
1048.00,5.00,45449.00,9731.00,2964.00,1.00,0.00,0.00,70.00
1049.00,3.00,55379.00,11575.00,5700.00,0.00,0.00,0.00,70.00
1050.00,4.00,30612.00,5434.00,3386.00,1.00,1.00,0.00,70.00
1051.00,3.00,37172.00,7960.00,4071.00,1.00,1.00,0.00,70.00
1052.00,2.00,34166.00,6724.00,3722.00,1.00,0.00,0.00,70.00
1053.00,4.00,46520.00,9253.00,4944.00,1.00,1.00,0.00,70.00
1054.00,1.00,40243.00,8292.00,3638.00,1.00,0.00,0.00,70.00
1055.00,6.00,38657.00,8005.00,4654.00,1.00,1.00,0.00,70.00
1056.00,5.00,43071.00,9423.00,3043.00,1.00,0.00,0.00,71.00
1057.00,3.00,43727.00,9261.00,4759.00,1.00,1.00,1.00,71.00
1058.00,3.00,40289.00,7983.00,3949.00,0.00,1.00,0.00,71.00
1059.00,6.00,50273.00,8675.00,5190.00,0.00,0.00,0.00,71.00
1060.00,3.00,42209.00,8888.00,3836.00,1.00,0.00,0.00,71.00
1061.00,2.00,47392.00,9824.00,4299.00,1.00,1.00,0.00,71.00
1062.00,4.00,35507.00,7803.00,3054.00,1.00,0.00,0.00,71.00
1063.00,3.00,45693.00,9233.00,4896.00,0.00,0.00,0.00,71.00
1064.00,2.00,40258.00,8134.00,3512.00,1.00,1.00,0.00,71.00
1065.00,2.00,37969.00,7737.00,3946.00,0.00,0.00,0.00,71.00
1066.00,2.00,46969.00,9706.00,5125.00,1.00,0.00,0.00,72.00
1067.00,1.00,53049.00,9230.00,4863.00,0.00,1.00,0.00,72.00
1068.00,2.00,46606.00,8354.00,5659.00,0.00,1.00,0.00,72.00
1069.00,4.00,41734.00,8715.00,4288.00,0.00,0.00,0.00,72.00
1070.00,3.00,47826.00,9482.00,4839.00,0.00,0.00,0.00,72.00
1071.00,3.00,48484.00,8560.00,5017.00,0.00,0.00,0.00,72.00
